teks_terjemah,Label_Asli,Prediksi_NB,Prediksi_SVM
"bro, Caleb isn't up to it, come on",Neutral,Neutral,Neutral
Anjay immediately bought the sylus outfit,Neutral,Neutral,Neutral
come on caleb caleb,Neutral,Neutral,Neutral
njayyyy cool,Positive,Positive,Positive
Those who really pull the five star card will pay out millions,Positive,Neutral,Neutral
"good game, gin streamer, split it fried, give me a bet",Positive,Positive,Positive
"Bro, my advice, journalism kids, take data like gin, it's better to use official sources like news websites, don't use social media accounts, you're afraid of not trusting random sources.",Negative,Positive,Neutral
"awkwkwwkw how awkward Bro Windah is, bro",Negative,Neutral,Neutral
play infinity nikki proud,Positive,Positive,Positive
"I really love you, Windahhhh",Positive,Positive,Positive
It's really fun to rewatch it several times,Positive,Positive,Positive
It's true that the live chat is full of girls,Positive,Positive,Positive
oh really played it,Positive,Positive,Positive
"Even though this game doesn't help single people, it's not quiet, there are lots of versions for girls, boys, yesterday there were lots of anomalous tantrums, bro, playing games is even more hilarious, it's still a man to keep girls from playing lust games, etc. It's funny, if you cover it up less, you can change your insecurity because your character is sick.",Negative,Negative,Negative
big respect c,Neutral,Positive,Neutral
sotoy inspiration,Neutral,Neutral,Neutral
"Continue with Caleb's story, please",Neutral,Neutral,Neutral
"bro, play ff bro, kakashi m naruto",Neutral,Neutral,Neutral
"The YouTuber won't be playing live for a second, bro",Positive,Neutral,Positive
,Neutral,Neutral,Neutral
cloud utopia bro,Neutral,Neutral,Neutral
Uchiha Windah,Neutral,Neutral,Neutral
UI student Rafayel,Neutral,Neutral,Neutral
"Bro, you can play on a PC, but you can't",Neutral,Neutral,Neutral
proud huaaa,Positive,Positive,Positive
"If you care about your PC, they won't give you food, bro",Neutral,Neutral,Neutral
cool bro,Positive,Positive,Positive
"Bro, I'm lucky after watching your video",Positive,Neutral,Neutral
Boys version of the game or not?,Negative,Negative,Negative
"Wow, I'm playing, yeah",Positive,Neutral,Positive
"Amen bro, I hope your house is near the beach, Mama Agness",Positive,Neutral,Neutral
"Positive effort, bro",Positive,Positive,Positive
affinity caleb minimal interaction bro,Negative,Neutral,Neutral
It's a shame the game doesn't speak Indonesian,Negative,Negative,Negative
,Neutral,Neutral,Neutral
game for girls protesting against boys,Negative,Negative,Negative
Kakashi is a mystery shop bro,Neutral,Neutral,Neutral
use an emulator,Neutral,Neutral,Neutral
nekopara vr kanojo blue archive nikke etc,Neutral,Neutral,Neutral
"Omg, continue with Caleb's story, it's really exciting",Positive,Positive,Positive
thank you for not listening to those people who clearly don't know the game and never played it but hope to know that ordinary Indonesian people are bad thank you,Negative,Negative,Negative
"Sylus Naga Myth makes crazy numbers, I'm really free of topping up but I'm satisfied",Positive,Positive,Positive
"Please don't like Windah playing the game, don't talk, just don't watch it, please don't like it when Windah plays this game, even if you don't like playing it, tell me you don't watch the game, let's play five hearts under one roof, dead or alive, be good, just bring joy, brokalem, elah",Positive,Negative,Negative
good game,Positive,Positive,Positive
"Thanks bro, playing this my favorite game",Positive,Positive,Positive
"Thank you, bro, for playing the game",Negative,Negative,Negative
"Is the game funny guy really a girl, don't you insult me?",Positive,Positive,Positive
advertising video,Neutral,Neutral,Neutral
"Gabole is really laughing, please take a look bro, play this game, but it makes you happy, thanks",Positive,Positive,Positive
"Thanks, Bro, I'm curious, I'm satisfied with the game, I didn't expect it to fail",Negative,Negative,Negative
"Bro, Windah's back is like a gym, let's laugh",Positive,Positive,Positive
Proud to play Caleb's story,Positive,Positive,Positive
"Don't have a PC to play, bro, Windah, play, you know how to feel playing the game, thank you, Bro, Windah",Negative,Neutral,Negative
"keep going, bro, I like it",Neutral,Neutral,Neutral
"Respect bro, Windah, thanks for entertaining",Positive,Positive,Positive
"Bro, Evelyn, Mama Agnes",Neutral,Neutral,Neutral
UI student Rafayel,Neutral,Neutral,Neutral
I'm proud to be enthusiastic,Positive,Positive,Positive
spill the hunter ID bro,Neutral,Neutral,Neutral
I'm proud you got it,Positive,Positive,Positive
the girl's game really likes it right away,Positive,Positive,Positive
What's wrong with seeing it come to that?,Negative,Negative,Negative
"Thank you bro, Brandoo for reviewing the game, lads",Negative,Negative,Negative
I'm not playing bro,Neutral,Neutral,Neutral
remember you guys are beautiful,Positive,Positive,Positive
"Omoooo thank you, bro, Winda played this really exciting game, I swear I laughed out loud when I saw it",Positive,Positive,Positive
Uchiha Windah,Neutral,Neutral,Neutral
anjay,Neutral,Neutral,Neutral
Thank you for playing the game late,Negative,Negative,Negative
"Bro, you're grinning when the game is hilarious",Positive,Positive,Positive
"It's really funny, your female viewers are really annoying, to be honest, personally, men like to see girls happy, big respect, bro, Windah understands",Positive,Positive,Positive
"I'm just starstruck when I see Sylus, Bro Windah",Neutral,Neutral,Neutral
thanks uciha windah,Positive,Positive,Positive
,Neutral,Neutral,Neutral
"I didn't go, then said no, continue",Neutral,Neutral,Neutral
the age is beautiful,Positive,Positive,Positive
I respect Bro Windah for choosing the game you want to play,Negative,Positive,Negative
"subscribed because I played the game, bro, I laughed",Positive,Positive,Positive
Rafayel Gas,Neutral,Neutral,Neutral
the girl's tobrut game yesterday made you excited,Negative,Negative,Negative
normal tobrut game basic not normal girls game,Negative,Negative,Negative
"What a stupid comment, gin, what a dicka chomel",Negative,Negative,Negative
"so that you feel cool, you don't appreciate it, it's better to keep quiet, don't waste your energy blaspheming the adults for a bit, eh, yes, you're a kid, no brains telling the adults",Positive,Positive,Positive
Dika is cute and unclean and lies to you,Positive,Positive,Positive
ahmadfauzipz is a human girl bro,Neutral,Neutral,Neutral
"It's a human name, the game has a big chance of coming out",Negative,Positive,Negative
average nolep obscene boy,Negative,Neutral,Neutral
"touch some grass, if you don't like it, don't watch it, that's so fking simple",Neutral,Neutral,Neutral
runaraaa watching,Neutral,Neutral,Neutral
continued hideung,Neutral,Neutral,Neutral
Rydenil Bang Messi,Neutral,Neutral,Neutral
"Keep going bro, let it burn your ass",Neutral,Neutral,Neutral
continue playing hot arkan games,Positive,Positive,Positive
Gyutaro is hot,Positive,Positive,Positive
Guess Arkan's age,Neutral,Neutral,Neutral
"I don't like to stay close, bro, play, bro, Windah, are you so insecure, no wonder",Negative,Neutral,Negative
"Please don't comment if you don't like it, try Windah playing the girl game Tobrutada protest, is it Windah's turn to play this game and just protest?",Negative,Negative,Negative
"If you comment in the chat column, it's a sign that you're watching something funny",Positive,Positive,Positive
"Thank you, bro, Windah",Neutral,Neutral,Neutral
"Wow, thanks for playing the frying game, what a brainless netizen",Negative,Positive,Positive
funny,Positive,Positive,Positive
"Zayne girlies are here, thank you bro Windahhh",Neutral,Neutral,Neutral
"Thank you, I'm proud to play this game, but I'm sorry, bro. It's healthy to listen to negative comments, bro",Positive,Positive,Positive
"people with minimal literacy don't check first, even though you're twin girls, you're happy to watch a guy who's talking, don't play, it's hatrest, you can just talk",Positive,Positive,Positive
"Android bro, sorry bro, I can't watch the live video, I'm a replayer, download the video, bro",Negative,Neutral,Negative
winda uciha,Neutral,Neutral,Neutral
Vernon snorted soang Bejier,Neutral,Neutral,Neutral
okay bro,Positive,Positive,Positive
"bro, sorry I'm late",Negative,Negative,Negative
"Bro, bro, I can't hear the sound, it's so salty, it's so bad",Negative,Positive,Neutral
"I was late watching it and said thanks bro, try the game",Negative,Negative,Negative
thank you bro for being kind and understanding,Positive,Neutral,Neutral
"Thank you bro, respect female viewers",Neutral,Positive,Neutral
Sylus just looks cool like a bad boy but Green Flag is already cool,Negative,Positive,Negative
I swear Zayne is embarrassed,Neutral,Neutral,Neutral
the power of windah uchiha,Neutral,Neutral,Neutral
"Uchiha Windah was born Uchiha Windah was willing to be ridiculed and insulted, reputation level of love and deepspace new uchiha game Uchiha Windah",Positive,Neutral,Positive
"Bro, actually, Xavier is really innocent, Sylus is really evil, bro, Caleb Abracadabra, bro",Negative,Positive,Negative
I don't understand the character's nature,Neutral,Neutral,Neutral
"Handsome guy's game is here, boy fans don't support it, I support it, support it, even though I don't watch it, how come, I'm an enthusiastic guy, bro, Windah",Positive,Positive,Positive
I'll req the game,Negative,Negative,Negative
Thanks bro for playing games girls love you,Positive,Positive,Positive
"thanks for playing the game bro, I love it",Positive,Positive,Positive
Uchiha Windah,Neutral,Neutral,Neutral
Please really laugh and buy the right towel sylus,Positive,Positive,Positive
"The game spender girl is strong, hahaha",Positive,Positive,Positive
"Human girls need to be entertained, it's wrong to be entertained, game boys are really perfect, the type of boy, girl, but it's hard to find in the real world",Positive,Positive,Positive
"love playing the game love and deepspace, it's fun, wow",Positive,Positive,Positive
"My teeth are dry, I'm grinning, hehehe",Negative,Neutral,Neutral
"Wow, thank you bro, Windah for playing the game",Negative,Positive,Negative
"Bro, don't you continue playing this?",Neutral,Neutral,Neutral
"Percent said that people are blaspheming comments, what's really blasphemous, guys",Positive,Positive,Positive
cool,Positive,Positive,Positive
I can't help but see Windah grinning,Neutral,Neutral,Neutral
finally,Neutral,Neutral,Neutral
uciha windah,Neutral,Neutral,Neutral
"Neng, the player review from the lads can't help but laugh at Windah's reaction, laugh cool, bro, hold on to the fomo leak",Positive,Positive,Positive
"Respect bro, thanks for playing the waiting game. Really waiting for Nex to play the character. Zayne really likes it. Zayne",Positive,Positive,Positive
"bro, caleb's story bro",Neutral,Neutral,Neutral
jomox games,Neutral,Neutral,Neutral
"Lord, if you don't understand the simple targets of marketing, don't comment anything, you look stupid",Negative,Neutral,Negative
"Lord, can you please watch the video, which video is dirty, hope it's just a romantic scene, it's normal, it's just a hug, what's more, it's cool to play the game, the girl in Tobrut is shaking, there's nothing, the girl is protesting.",Neutral,Negative,Neutral
"Looking at the comment section, it's cool, it's not dirty, it's poor, it's rude, it doesn't respect people's preferences",Negative,Negative,Negative
carry on bro,Neutral,Neutral,Neutral
I installed the game immediately addicted to laugh,Negative,Positive,Negative
,Neutral,Neutral,Neutral
anjayyy windah,Neutral,Neutral,Neutral
,Neutral,Neutral,Neutral
plsss until the story is finished,Neutral,Neutral,Neutral
"eh, it's a joke on a potato PC, look at the game, GB",Negative,Neutral,Negative
hahahaha Evelyn is originally from Java,Positive,Positive,Positive
"I'm really surprised that people are blaspheming about playing the released game until the game is correct, it's not wrong, it doesn't go there, the main story until the cards are normal, people are blaspheming this game, try playing it so you know",Negative,Negative,Negative
"When you decide on the date for Bday, choose to give a character gift, but hang up if it's Zayne's character, give Zayne a gift",Neutral,Neutral,Neutral
continuedrtr,Neutral,Neutral,Neutral
"Bro, pls, it's finished",Neutral,Neutral,Neutral
"Bro, please continue playing the game until the end, it's really exciting, bro",Negative,Positive,Negative
"Bang Windah, next game, Mama Agnes",Negative,Neutral,Negative
"Thank you bro, Windah, playing the game, really like the game",Negative,Positive,Negative
watch beautiful girls unite,Positive,Positive,Positive
"Very funny comment, Bro, Windah laughs, bro, Zayne Caleb laughs",Positive,Positive,Positive
"Cool, thanks bro, Windah for playing",Positive,Positive,Positive
I'm staying,Neutral,Neutral,Neutral
"bring finances, the nature of money, the nature of people hating different genders, girls say that a guy says that a girl's friend is a bitch, a guy says that a girl has a weak character.",Negative,Negative,Neutral
darlenatobing positive thinking means poor smart,Positive,Positive,Positive
gg bro didn't ask,Neutral,Neutral,Neutral
Uchiha Windah,Neutral,Neutral,Neutral
,Neutral,Neutral,Neutral
"Bro, it's not simple bro",Neutral,Neutral,Neutral
"bro, it's broken up",Negative,Neutral,Neutral
windah uciha,Neutral,Neutral,Neutral
"because you play games, lads, when you watch the Windah Basudara channel",Neutral,Neutral,Neutral
hit by Uciha Windah's genjutsu,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
drill uchiha windah,Neutral,Neutral,Neutral
uchiha,Neutral,Neutral,Neutral
